instances/30-tsp/instance-0.tsp,9655.00
instances/30-tsp/instance-1.tsp,8909.00
instances/30-tsp/instance-10.tsp,9786.00
instances/30-tsp/instance-11.tsp,9200.00
instances/30-tsp/instance-12.tsp,7759.00
instances/30-tsp/instance-13.tsp,9350.00
instances/30-tsp/instance-14.tsp,9400.00
instances/30-tsp/instance-15.tsp,9415.00
instances/30-tsp/instance-16.tsp,8222.00
instances/30-tsp/instance-17.tsp,10038.00
instances/30-tsp/instance-18.tsp,8703.00
instances/30-tsp/instance-19.tsp,8634.00
instances/30-tsp/instance-2.tsp,9485.00
instances/30-tsp/instance-20.tsp,9579.00
instances/30-tsp/instance-21.tsp,9645.00
instances/30-tsp/instance-22.tsp,8926.00
instances/30-tsp/instance-23.tsp,9146.00
instances/30-tsp/instance-24.tsp,9270.00
instances/30-tsp/instance-25.tsp,9380.00
instances/30-tsp/instance-26.tsp,9356.00
instances/30-tsp/instance-27.tsp,8714.00
instances/30-tsp/instance-28.tsp,9226.00
instances/30-tsp/instance-29.tsp,8761.00
instances/30-tsp/instance-3.tsp,8882.00
instances/30-tsp/instance-30.tsp,9095.00
instances/30-tsp/instance-31.tsp,8566.00
instances/30-tsp/instance-32.tsp,9946.00
instances/30-tsp/instance-33.tsp,9048.00
instances/30-tsp/instance-34.tsp,9140.00
instances/30-tsp/instance-35.tsp,9995.00
instances/30-tsp/instance-36.tsp,9404.00
instances/30-tsp/instance-37.tsp,8900.00
instances/30-tsp/instance-38.tsp,9475.00
instances/30-tsp/instance-39.tsp,8621.00
instances/30-tsp/instance-4.tsp,9428.00
instances/30-tsp/instance-40.tsp,7638.00
instances/30-tsp/instance-41.tsp,7801.00
instances/30-tsp/instance-42.tsp,8839.00
instances/30-tsp/instance-43.tsp,9069.00
instances/30-tsp/instance-44.tsp,9764.00
instances/30-tsp/instance-45.tsp,9066.00
instances/30-tsp/instance-46.tsp,8710.00
instances/30-tsp/instance-47.tsp,8797.00
instances/30-tsp/instance-48.tsp,8832.00
instances/30-tsp/instance-49.tsp,9261.00
instances/30-tsp/instance-5.tsp,8558.00
instances/30-tsp/instance-6.tsp,8561.00
instances/30-tsp/instance-7.tsp,9097.00
instances/30-tsp/instance-8.tsp,8480.00
instances/30-tsp/instance-9.tsp,9219.00
